traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14
795,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58792412e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
796,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58848951e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
797,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58905489e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
798,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.58962027e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
799,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59018565e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
800,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59075103e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
801,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59131641e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
802,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59188207e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
803,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59244745e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
804,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59301283e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
805,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59357849e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
806,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59414387e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
807,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59470953e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
808,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59527491e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
809,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59584057e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
810,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59640623e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
811,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59697161e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
812,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59753727e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
813,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59810293e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
814,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59866859e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
815,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.59923424e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
816,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.5997999e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
817,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60036556e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
818,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60093122e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
819,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60149716e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
820,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60206281e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
821,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60262847e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
822,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60319441e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
823,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60376007e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
824,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.604326e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
825,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60489166e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
826,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6054576e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
827,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60602326e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
828,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60658919e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
829,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60715513e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
830,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60772107e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
831,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.608287e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
832,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60885294e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
833,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60941887e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
834,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.60998481e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
835,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61055075e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
836,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61111668e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
837,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61168262e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
838,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61224883e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
839,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61281477e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
840,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61338071e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
841,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61394692e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
842,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61451286e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
843,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61507907e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
844,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61564501e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
845,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61621122e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
846,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61677743e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
847,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61734365e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
848,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61790958e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
849,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6184758e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
850,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61904201e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
851,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.61960822e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
852,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62017444e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
853,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62074093e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
854,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62130714e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
855,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62187336e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
856,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62243957e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
857,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62300606e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
858,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62357228e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
859,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62413849e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
860,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62470498e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
861,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62527147e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
862,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62583769e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
863,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62640418e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
864,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62697067e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
865,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62753688e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
866,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62810337e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
867,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62866986e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
868,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62923636e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
869,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.62980285e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
870,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63036934e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
871,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63093583e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
872,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63150232e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
873,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63206909e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
874,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63263558e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
875,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63320207e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
876,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63376884e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
877,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63433533e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
878,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6349021e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
879,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63546859e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
880,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63603536e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
881,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63660213e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
882,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63716862e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
883,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63773539e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
884,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63830216e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
885,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.63886893e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
886,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6394357e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
887,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64000247e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
888,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64056923e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
889,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.641136e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
890,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64170277e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
891,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64226954e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
892,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64283659e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
893,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64340336e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
894,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6439704e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
895,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64453717e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
896,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64510422e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
897,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64567099e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
898,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64623803e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
899,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6468048e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
900,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64737185e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
901,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6479389e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
902,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64850594e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
903,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64907299e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
904,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.64964003e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
905,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65020708e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
906,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65077413e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
907,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65134117e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
908,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65190822e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
909,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65247527e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
910,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65304231e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
911,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65360964e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
912,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65417668e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
913,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65474401e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
914,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65531105e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
915,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65587838e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
916,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65644542e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
917,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65701275e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
918,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65758007e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
919,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6581474e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
920,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65871444e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
921,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65928177e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
922,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.65984909e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
923,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66041641e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
924,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66098374e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
925,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66155106e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
926,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66211866e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
927,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66268599e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
928,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66325331e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
929,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66382064e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
930,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66438824e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
931,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66495556e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
932,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66552316e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
933,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66609049e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
934,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66665809e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
935,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66722569e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
936,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66779301e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
937,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66836062e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
938,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66892822e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
939,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.66949582e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
940,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67006342e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
941,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67063102e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
942,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67119862e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
943,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67176622e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
944,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67233383e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
945,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67290143e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
946,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67346903e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
947,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67403691e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
948,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67460451e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
949,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67517239e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
950,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67573999e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
951,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67630787e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
952,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67687547e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
953,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67744335e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
954,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67801123e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
955,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67857883e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
956,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67914671e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
957,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.67971459e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
958,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68028247e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
959,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68085035e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
960,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68141823e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
961,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6819861e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
962,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68255398e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
963,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68312186e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
964,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68369002e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
965,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6842579e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
966,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68482578e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
967,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68539393e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
968,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68596181e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
969,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68652997e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
970,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68709785e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
971,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68766601e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
972,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68823416e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
973,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68880204e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
974,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6893702e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
975,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.68993835e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
976,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69050651e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
977,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69107467e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
978,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69164282e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
979,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69221098e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
980,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69277914e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
981,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69334729e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
982,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69391545e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
983,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69448389e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
984,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69505204e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
985,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.6956202e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
986,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69618863e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
987,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69675679e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
988,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69732522e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
989,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69789338e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
990,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69846181e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
991,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69903025e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
992,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.69959868e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
993,0,3.62385011,-2.5,-2.5,NaN,NaN,NaN,3.70016684e-10,NaN,NaN,NaN,7.55948221e-11,NaN,NaN
